IndustryCode,InternalRating,LoanAmount,OutstandingBalance,OriginationDate,MaturityDate,CreditFacilityType,AML_Flag,FraudRiskScore,KYC_ComplianceScore,SanctionsCheckFlag,ExposureLimitBreached,FlaggedReason,RemediationAction
1,6,2953023,2169085,2020-08-24,2026-04-02,2,0,3,83,0,0,5,4
1,5,7593118,6267673,2021-05-03,2028-03-04,2,0,7,70,0,0,5,4
1,2,5506760,1708851,2024-01-17,2029-07-20,2,0,7,96,0,0,5,4
3,7,7929619,7191749,2023-11-05,2029-07-08,0,1,9,77,0,0,5,4
0,3,4227873,64871,2023-06-02,2025-05-06,0,0,7,68,0,0,5,4
3,5,4090463,3859159,2024-06-08,2028-11-18,3,0,8,71,0,1,5,4
3,3,9016754,7449568,2023-03-30,2031-10-01,2,0,7,54,0,0,5,4
1,0,1937264,1063053,2022-04-30,2032-11-04,1,0,7,53,0,1,5,4
3,1,3097744,348175,2022-06-03,2031-03-08,0,0,1,56,0,1,4,2
1,2,4665358,2564581,2021-12-04,2034-10-26,1,0,0,58,0,1,2,0
3,0,2931114,2469900,2023-04-20,2034-03-13,2,0,5,91,0,0,2,2
1,0,5364987,3473654,2021-10-22,2034-01-23,0,0,8,75,0,0,5,4
0,3,3274115,2046351,2024-01-26,2027-09-19,1,0,2,94,0,0,5,4
3,5,4442501,1195765,2020-08-08,2030-08-30,2,0,3,66,0,0,5,4
3,4,3856390,532037,2025-02-23,2031-05-12,2,1,5,72,0,0,0,2
2,3,1477784,678969,2022-06-16,2032-05-22,2,0,8,63,0,0,4,2
0,6,6396024,4906239,2022-06-10,2026-02-25,3,0,9,91,0,0,5,4
0,1,3470661,1341247,2023-09-27,2034-12-03,2,0,6,97,0,0,5,4
0,6,7362302,5567202,2023-05-15,2026-04-24,2,0,4,76,0,0,5,4
3,2,9687004,4899668,2022-06-20,2029-02-18,2,0,5,61,0,0,4,1
1,6,6899961,1890328,2024-01-10,2026-10-07,3,0,5,90,1,0,5,4
2,1,7304240,3549812,2022-01-19,2031-04-01,2,0,4,73,0,0,5,4
3,6,8680935,6815136,2021-02-16,2030-01-02,2,0,0,76,0,0,1,1
4,0,2487783,466140,2023-05-30,2025-11-07,3,0,1,62,0,0,5,4
4,3,8654918,6000507,2021-12-30,2032-06-21,3,0,8,59,0,0,5,4
3,3,6427660,2651045,2022-03-18,2025-06-18,3,0,7,98,0,0,5,4
0,6,4163638,630126,2021-07-19,2029-02-19,3,0,7,80,0,0,0,2
1,1,5871143,1486964,2023-01-02,2034-05-06,1,0,10,97,0,0,5,4
1,0,7127424,1316201,2021-10-22,2033-09-10,0,1,3,79,0,0,1,1
4,7,1223982,754512,2024-07-06,2025-09-02,0,0,10,52,0,0,5,4
2,6,1461120,1182761,2021-10-04,2033-09-10,0,1,8,61,0,0,5,4
1,7,763350,160517,2023-12-03,2026-11-27,3,0,5,75,0,0,5,4
4,4,2657859,2037654,2022-09-21,2033-12-01,2,0,9,53,0,0,5,4
3,1,2782401,2705490,2022-10-15,2029-09-18,1,1,4,79,0,0,5,4
4,2,3941202,3018438,2022-09-30,2029-01-26,2,0,6,51,0,1,5,4
0,4,7860806,3449287,2021-11-10,2025-10-29,0,0,4,75,0,1,5,4
0,7,5185783,451063,2023-08-13,2027-08-06,2,0,3,94,0,0,5,4
2,7,9416065,38606,2022-07-08,2031-04-21,2,0,6,58,0,1,5,4
4,3,2266270,889824,2022-06-19,2032-11-18,1,0,1,50,0,0,5,4
3,3,3687309,1252678,2024-09-13,2033-06-28,1,0,10,77,0,0,5,4
1,0,2354526,1013324,2023-03-14,2033-06-04,2,0,5,86,0,0,4,2
4,5,8833781,5421872,2022-10-01,2026-09-19,2,0,0,99,0,0,5,4
5,5,4321439,1934969,2020-10-18,2031-01-12,1,1,9,66,0,0,5,4
1,6,8376991,1201446,2021-08-21,2034-01-16,3,0,5,53,0,0,5,4
2,0,1089246,387312,2023-04-26,2026-08-12,1,0,7,52,0,0,5,4
1,7,3471460,3059470,2023-01-24,2030-02-10,2,0,8,90,0,0,5,4
4,7,9478507,4761990,2021-04-07,2026-04-30,1,0,1,85,0,0,5,4
1,3,2479856,2236815,2021-11-08,2027-11-16,1,0,6,96,0,1,5,4
0,4,6158527,5417393,2025-02-15,2034-07-27,2,0,9,79,0,1,5,4
3,3,1619792,609710,2022-09-02,2027-11-26,0,0,2,100,0,0,5,4
1,0,2467899,110766,2021-02-15,2035-03-09,3,0,5,92,0,1,0,1
4,7,1782400,1587449,2025-01-24,2027-08-03,0,0,1,57,0,1,2,1
0,5,2122245,582913,2021-05-15,2026-04-18,2,0,10,59,0,0,5,4
5,5,5771700,4567600,2020-04-09,2033-08-03,0,0,3,63,0,0,1,2
3,5,8269663,2869055,2023-10-18,2032-02-05,0,0,3,97,0,1,5,4
5,6,3804476,75167,2021-12-11,2026-06-04,2,0,5,97,0,0,5,4
0,1,9391358,6651755,2022-10-26,2027-04-02,2,0,8,88,0,0,5,4
3,4,8148317,7336690,2022-11-02,2029-07-17,1,0,0,75,0,0,5,4
3,1,4866872,1554794,2020-07-27,2026-12-11,0,0,2,74,0,0,5,4
4,0,4725438,3146920,2022-06-24,2028-06-17,2,0,0,67,0,0,5,4
0,2,4226390,3289739,2023-10-16,2031-07-05,1,0,5,89,0,0,5,4
4,1,6955188,6664787,2023-01-12,2033-09-28,0,1,7,66,0,1,5,4
4,6,8707838,8295813,2022-04-24,2030-05-15,0,0,10,85,0,1,5,4
5,2,6912120,4092378,2021-01-10,2031-05-19,1,0,0,71,0,0,5,4
2,6,2781039,24338,2020-08-16,2032-10-31,0,0,10,74,0,0,5,4
5,5,8732991,8542674,2024-11-02,2030-09-19,0,0,10,85,0,0,3,1
1,3,9092473,1094408,2024-11-04,2026-09-02,0,0,7,96,0,0,5,4
3,5,2857553,55953,2024-01-06,2025-06-07,2,0,8,64,0,0,0,2
4,3,8076452,3453807,2021-10-22,2033-08-16,0,0,9,89,0,0,5,4
1,6,8042520,1697043,2022-12-11,2034-03-13,3,0,1,75,0,0,5,4
2,6,8220187,3418449,2024-03-13,2030-09-24,3,0,6,57,0,1,1,1
5,1,5592199,4098438,2021-11-08,2030-01-12,3,0,5,82,0,0,4,0
5,6,9632324,2034432,2022-06-04,2032-06-02,2,0,10,96,0,0,5,4
5,3,1661567,1142311,2023-06-14,2028-07-08,0,0,9,64,0,0,5,4
0,3,3844282,2531112,2024-02-12,2025-11-03,3,0,10,92,0,0,5,4
2,4,7047864,6282490,2024-03-02,2034-06-07,0,0,4,82,0,1,4,1
4,0,7901179,5398903,2023-11-28,2033-06-07,0,0,8,57,0,0,5,4
0,1,7831652,1320142,2021-08-24,2025-12-01,3,0,10,99,0,0,5,4
4,4,4471678,4262531,2022-07-15,2033-08-09,0,0,0,83,0,0,4,1
0,7,5265191,59890,2023-04-13,2025-12-08,3,0,5,92,0,0,5,4
4,3,2589561,1256929,2024-11-29,2032-01-03,2,0,0,89,0,0,5,4
3,7,1635092,38458,2021-12-03,2028-02-07,2,0,5,80,0,0,1,1
4,6,2722999,498280,2024-02-25,2026-06-13,3,0,0,71,0,0,5,4
4,1,9949058,5948677,2024-12-12,2026-10-14,3,0,4,68,0,0,5,4
4,1,2495013,356749,2024-02-27,2034-03-10,3,0,8,81,0,0,5,4
0,0,8293302,6807734,2022-05-08,2026-11-20,2,0,1,96,0,0,5,4
5,5,3943794,1818981,2024-07-31,2033-02-23,0,0,5,92,0,0,1,2
2,7,5750643,3326097,2024-01-02,2027-02-02,2,0,8,71,0,0,3,0
4,5,1598271,282739,2023-06-07,2025-10-27,2,1,10,61,0,0,5,4
1,5,6040424,5394878,2023-11-05,2026-12-22,2,0,8,50,0,0,4,0
1,6,2431835,1096387,2021-06-09,2025-04-09,0,0,1,70,0,0,2,1
4,4,2412505,36807,2023-07-26,2027-04-10,0,0,2,63,0,0,5,4
2,4,9667262,1392977,2023-11-14,2032-09-12,1,0,7,62,0,0,0,2
3,5,7351145,4710052,2021-04-14,2027-02-20,1,0,5,98,0,0,4,1
1,0,2232274,1261335,2024-06-18,2034-04-17,2,0,6,53,0,0,5,4
0,0,8186548,1499685,2024-08-19,2029-06-13,0,0,9,72,0,0,0,1
0,1,8384807,4603522,2022-10-15,2030-10-04,3,0,10,63,0,0,5,4
1,7,4876443,383030,2023-11-09,2025-06-29,0,0,9,96,0,0,5,4
5,1,5291281,5247785,2024-07-13,2034-08-26,3,0,2,69,1,0,0,1
0,4,1771885,893445,2023-02-11,2028-11-30,2,0,10,91,0,0,5,4
0,3,2789524,1087712,2022-12-28,2029-09-01,0,0,1,53,0,0,5,4
1,7,3956526,3234909,2022-08-17,2026-10-04,0,0,10,96,0,1,4,2
1,6,3724978,2935934,2024-09-13,2027-09-01,0,1,9,53,0,0,0,3
3,2,3329236,2408445,2023-09-10,2033-12-12,0,0,2,98,0,0,3,1
4,1,8102858,5507523,2020-10-23,2032-07-01,3,0,0,53,0,0,5,4
2,0,7549359,4338429,2020-08-06,2028-06-07,0,0,1,99,0,0,5,4
3,3,4647300,1759187,2024-11-09,2026-09-26,2,0,3,88,1,1,5,4
2,0,8211694,2160312,2023-03-22,2033-06-30,3,0,0,79,0,1,5,4
3,5,5346286,2542795,2022-07-28,2030-06-02,0,0,5,70,0,0,5,4
3,7,4999925,2388616,2024-11-23,2029-01-15,3,0,6,95,0,0,3,0
2,3,5686663,3030145,2022-03-20,2028-11-14,2,1,1,54,0,0,5,4
5,0,9722170,9113089,2023-10-29,2027-08-12,2,0,2,50,0,0,5,4
3,7,6013572,5381641,2024-07-26,2033-12-14,1,0,9,77,0,0,5,4
0,0,3373916,2144316,2022-12-13,2033-04-10,1,0,8,72,0,0,5,4
4,3,2864249,2522480,2024-05-22,2033-09-10,0,0,6,95,0,0,4,1
4,7,7564174,2729866,2023-01-11,2029-06-25,0,1,8,66,0,0,5,4
2,4,1090990,244614,2024-01-16,2031-01-21,2,0,1,56,0,0,5,4
5,5,4402831,938188,2024-11-15,2027-08-29,1,0,8,63,0,0,5,4
1,2,4100667,3645623,2020-07-27,2026-07-11,0,0,0,67,0,0,5,4
2,5,611656,139415,2022-01-28,2028-10-20,0,0,8,61,0,1,1,0
5,7,7285689,341183,2022-06-25,2026-05-26,2,0,6,96,0,0,5,4
2,5,9234456,2598728,2024-06-16,2033-05-07,0,0,7,90,0,0,3,1
3,0,2903775,863827,2021-12-02,2030-07-28,0,0,0,83,0,0,5,4
5,5,4127077,3905834,2024-09-06,2025-09-13,1,0,9,82,0,0,5,4
4,5,2077436,1471824,2022-05-28,2032-02-23,2,0,6,96,0,0,1,2
5,0,598092,447938,2021-09-04,2030-02-17,3,0,2,90,0,1,5,4
3,4,5671143,553359,2024-12-19,2034-02-09,3,0,2,65,0,0,5,4
1,5,2220285,574267,2021-05-02,2030-06-19,1,0,7,96,0,1,5,4
2,7,8780927,2003477,2022-05-21,2027-07-19,0,0,10,84,0,0,2,2
2,0,6551513,3847944,2023-10-03,2034-05-23,1,0,8,86,0,0,5,4
5,1,6781463,160511,2024-09-05,2031-05-25,1,0,0,83,0,0,5,4
4,4,560841,30190,2023-11-22,2030-03-28,1,1,3,84,0,0,5,4
4,7,7714250,5325324,2021-07-11,2032-09-04,2,0,9,67,0,0,1,3
1,1,493376,348239,2020-06-17,2029-10-01,0,0,3,96,0,0,5,4
5,0,5708105,5025966,2023-04-16,2033-03-19,1,0,3,70,0,0,5,4
2,0,1961776,32900,2024-02-21,2031-07-03,1,0,0,51,0,0,2,2
2,1,3588735,254877,2021-05-24,2030-03-11,0,1,1,70,1,0,3,3
1,7,3572428,366332,2025-01-05,2031-03-19,1,0,3,80,0,0,2,3
5,6,3386785,2964129,2024-02-15,2028-03-15,2,1,9,94,1,0,4,3
2,4,4524740,2536880,2025-01-21,2030-10-19,0,0,0,85,0,0,5,4
3,5,5335892,3737331,2022-03-27,2031-06-19,0,0,7,57,0,0,5,4
1,4,1404656,399560,2024-09-10,2034-07-11,2,1,3,64,0,0,0,1
5,7,644480,101494,2023-08-28,2030-11-07,3,0,5,63,0,0,1,0
1,6,9003999,12970,2020-10-01,2030-04-23,2,0,2,100,0,0,5,4
2,1,9259357,7770094,2024-08-22,2031-09-25,2,0,4,56,0,1,5,4
2,1,4246159,3266925,2023-08-28,2029-02-25,3,0,1,96,0,0,4,1
0,7,211739,15174,2024-04-18,2032-11-07,3,0,1,57,0,0,5,4
5,2,8071556,5261939,2020-11-22,2029-06-10,0,0,0,60,0,0,1,2
5,0,6977497,5520455,2020-07-08,2033-05-21,3,0,8,75,0,0,5,4
4,4,5053876,4390576,2022-05-09,2031-04-26,2,0,7,56,0,1,4,3
1,1,9283885,2881853,2023-09-18,2030-07-03,2,0,6,75,0,0,5,4
2,4,6785872,4369617,2021-06-01,2032-12-05,3,0,1,58,0,0,5,4
1,5,1959629,1681572,2023-05-24,2030-10-15,1,0,0,87,0,0,2,3
4,2,6498133,4970990,2024-11-09,2031-09-28,2,0,10,95,0,0,3,1
2,4,1005993,993236,2024-02-10,2033-09-11,1,0,10,61,0,0,5,4
2,3,5664755,5601957,2021-11-22,2033-02-03,3,0,8,66,0,0,5,4
4,3,4741581,1549255,2024-08-09,2034-01-12,2,0,10,74,1,0,3,3
3,6,8307455,6568320,2023-04-18,2034-09-07,2,1,7,59,0,0,5,4
4,1,6916202,2247988,2022-10-31,2032-10-02,1,0,7,53,0,0,5,4
4,7,3794011,3017839,2022-01-13,2027-01-25,3,0,10,59,0,0,5,4
4,5,2635772,187389,2023-02-12,2029-08-17,1,0,0,92,0,1,5,4
1,4,4241693,843219,2025-02-01,2034-09-22,1,0,6,96,0,0,5,4
4,1,6290969,1900325,2024-04-09,2033-02-20,2,0,10,67,0,1,5,4
3,3,8435817,6842317,2020-06-21,2031-04-21,1,0,5,70,0,0,5,4
0,2,5345567,4940475,2024-02-25,2034-07-16,2,0,10,86,0,0,5,4
3,0,5012610,1534372,2023-05-20,2031-06-08,2,0,2,76,0,0,5,4
3,5,1181250,751037,2023-01-09,2026-12-26,3,0,0,67,0,1,1,1
1,4,5869145,264690,2024-05-11,2026-03-24,0,0,10,50,0,0,5,4
0,1,4329282,3747577,2023-08-30,2032-01-14,2,0,7,75,0,0,5,4
3,2,5641585,404889,2020-07-04,2025-05-20,2,0,0,82,0,0,5,4
4,0,5342705,2411434,2022-03-01,2025-11-06,1,0,4,79,0,0,5,4
1,5,2962954,1704535,2021-04-04,2028-03-17,2,0,0,73,0,0,5,4
3,1,422567,397517,2021-06-20,2026-03-19,0,0,6,87,0,0,5,4
3,7,680797,599260,2020-09-10,2027-10-07,1,0,9,80,0,0,5,4
0,7,9178438,5182066,2025-03-17,2026-07-11,0,1,1,99,0,0,3,2
3,5,2482412,1021295,2022-11-15,2033-12-29,0,0,0,65,0,0,5,4
3,2,4101509,2425818,2023-02-28,2033-03-23,3,0,2,73,0,0,5,4
5,3,267653,219386,2020-07-29,2032-03-23,1,0,10,97,1,0,5,4
3,0,2245355,1882231,2022-04-03,2028-04-05,1,0,1,52,0,0,5,4
4,7,1467006,1215972,2020-09-26,2031-08-07,0,1,4,50,0,0,5,4
3,1,2074474,1822549,2020-07-14,2030-07-30,0,0,10,90,0,0,5,4
1,0,328349,288382,2023-09-02,2029-02-01,0,0,4,86,0,0,1,1
1,2,6360456,2437731,2023-05-26,2030-11-10,3,0,0,56,0,0,4,1
0,0,4191020,634248,2020-07-15,2033-12-26,2,0,3,77,0,0,5,4
1,5,2378589,1494234,2021-01-11,2031-09-24,2,0,7,51,0,0,5,4
2,7,1455782,318166,2023-04-09,2034-10-05,1,0,5,70,0,0,5,4
4,7,6604284,1028478,2024-05-01,2028-07-17,2,0,9,79,0,0,3,2
3,3,610649,198152,2020-08-06,2028-12-06,3,0,9,51,0,0,5,4
0,0,7582753,6071448,2024-01-26,2026-11-29,3,0,8,91,0,0,3,0
5,1,9884310,157778,2022-04-23,2027-03-14,0,0,2,73,0,1,2,3
0,0,7125699,1465698,2020-07-11,2029-08-16,1,0,1,87,0,1,5,4
0,4,2486341,541432,2021-04-16,2030-11-16,3,0,4,56,0,0,5,4
1,1,4782338,451816,2022-06-16,2030-08-30,0,0,8,60,0,1,5,4
1,0,1047788,348482,2024-09-21,2033-04-21,0,0,1,89,1,0,5,4
3,1,6975941,6283555,2021-10-03,2030-11-21,2,0,1,54,0,0,5,4
5,5,3283525,391302,2021-11-22,2027-07-04,0,0,9,87,1,0,1,3
4,7,9424812,9126472,2024-10-21,2030-08-23,0,0,10,67,0,0,5,4
1,0,3541546,505604,2021-04-13,2032-12-05,1,1,3,58,0,0,5,4
5,1,9110108,4308394,2024-08-19,2026-12-30,3,0,1,73,0,1,2,3
5,6,1696691,1529218,2023-06-03,2026-07-08,0,1,4,78,0,0,1,2
5,4,585220,438057,2024-04-21,2033-12-20,3,0,6,67,0,0,5,4
5,4,2139228,10237,2021-09-09,2031-03-26,1,0,9,92,0,0,5,4
2,3,7250598,7178366,2024-11-16,2031-12-25,0,0,2,71,1,0,4,3
2,1,1517229,658559,2024-02-19,2028-07-02,3,0,1,64,0,0,5,4
2,6,4937356,2351729,2022-03-02,2026-10-23,2,0,7,52,0,1,5,4
0,6,6398404,1206427,2023-11-26,2028-02-23,0,0,4,98,0,0,4,1
0,0,4284516,3012394,2021-10-28,2027-03-21,0,0,9,72,0,1,3,2
2,5,6353655,3560556,2022-11-23,2025-10-08,0,0,0,60,0,0,5,4
4,1,2006757,1395834,2021-03-19,2025-08-10,0,0,1,74,0,0,1,3
2,7,1900313,115601,2022-03-19,2029-06-27,2,1,10,89,0,0,0,1
4,4,6674800,116107,2024-12-16,2029-03-25,2,0,1,55,0,0,4,2
5,0,5564049,4155147,2024-12-15,2032-01-10,3,0,1,58,0,0,5,4
4,4,5781218,3660287,2021-05-31,2025-05-10,1,0,6,84,0,0,5,4
1,1,963351,666008,2022-08-17,2034-05-13,1,1,0,57,0,0,5,4
1,3,8050529,6709868,2023-09-21,2032-03-14,1,0,7,94,0,0,5,4
3,2,7765227,6212105,2022-05-23,2028-06-26,1,0,1,67,0,0,5,4
1,4,7306111,2705937,2021-11-23,2025-12-24,0,0,6,76,1,0,5,4
1,4,5210982,1557460,2022-11-17,2028-11-20,1,0,5,73,0,0,5,4
1,7,1860371,952885,2022-05-25,2033-02-26,0,0,7,91,0,0,3,2
3,0,9014863,4740658,2021-08-07,2033-04-07,3,0,1,88,0,0,5,4
4,4,1170884,600716,2022-03-19,2026-08-22,1,0,7,78,0,0,5,4
0,0,9982725,9532832,2021-11-26,2030-07-11,3,0,1,73,0,0,5,4
3,5,6897169,3822468,2023-02-17,2034-07-08,3,0,4,74,0,1,5,4
2,4,3298431,2768733,2024-12-23,2028-03-31,1,0,0,79,0,0,3,0
2,6,9458188,8145599,2024-09-07,2025-05-14,2,0,2,99,0,0,4,1
4,4,2683022,1275569,2021-07-16,2027-04-23,2,0,2,55,0,1,5,4
3,1,1810273,629972,2024-03-20,2030-07-01,1,0,1,62,0,0,5,4
4,4,1271937,93795,2022-12-17,2029-09-03,3,0,8,73,0,0,2,1
5,2,1110776,303420,2025-01-28,2030-09-19,2,0,4,72,0,0,5,4
1,2,1269855,893547,2024-04-17,2025-11-24,0,1,4,89,0,0,5,4
1,4,6708627,1409785,2024-04-02,2027-09-12,3,0,10,51,0,1,5,4
4,5,1335917,795185,2021-02-16,2029-12-11,3,0,3,84,0,0,5,4
2,7,4131481,2527223,2022-05-22,2029-06-21,3,0,2,67,0,0,5,4
2,7,4620752,3293778,2024-05-12,2025-07-02,0,0,1,99,0,0,5,4
5,7,7998128,6305653,2023-10-10,2030-10-18,2,0,4,64,0,0,5,4
2,2,8925927,2788248,2024-03-15,2026-12-03,3,0,2,67,0,0,5,4
5,5,708219,442841,2021-11-15,2033-06-25,2,0,4,55,0,0,4,2
4,1,3844183,293840,2021-02-13,2027-08-27,0,0,3,86,0,1,5,4
4,2,2574565,1337639,2022-08-30,2033-09-20,1,0,5,67,0,0,5,4
1,6,5022735,3347790,2022-04-17,2030-01-28,0,0,1,100,0,0,5,4
3,0,5618933,4170212,2025-02-17,2034-05-17,3,1,7,88,0,1,5,4
3,7,9859931,897379,2023-05-30,2026-12-01,2,0,8,86,0,0,5,4
3,2,8747775,2488725,2024-07-29,2033-12-17,0,0,7,50,0,0,5,4
2,3,3514101,2495818,2025-02-01,2028-11-07,1,0,6,84,0,0,5,4
2,4,8216253,1220142,2024-11-18,2028-12-22,2,0,0,96,0,0,5,4
3,4,581735,310437,2024-01-15,2028-06-27,3,0,4,77,0,0,5,4
0,3,1987232,1309971,2020-10-28,2032-09-02,1,0,9,61,0,1,5,4
0,1,9444929,7637831,2020-11-19,2032-05-20,3,0,0,53,0,0,5,4
5,5,1445106,829437,2023-12-28,2030-06-03,3,0,0,63,0,0,5,4
2,0,6591579,264441,2021-02-14,2032-05-21,1,0,9,90,0,0,5,4
5,5,7302666,2129344,2023-07-02,2032-12-02,0,0,4,67,0,0,5,4
4,5,5192703,49065,2022-04-14,2033-08-25,1,0,1,90,0,0,5,4
0,4,9267462,9098768,2023-03-20,2033-11-07,0,0,2,92,0,0,0,2
2,3,7778489,6325028,2021-12-11,2027-05-19,2,0,1,85,0,0,2,1
2,7,1362766,1218990,2024-10-30,2026-06-25,1,0,0,98,0,0,5,4
2,7,6517976,3126710,2024-01-19,2033-01-18,1,0,9,72,0,1,3,3
3,0,2887260,1373548,2022-11-26,2034-02-28,0,0,0,54,0,0,5,4
1,6,6208831,1893612,2023-03-25,2033-04-18,3,0,4,65,0,0,5,4
0,7,4054237,3305746,2020-10-26,2033-12-26,3,0,10,53,0,0,2,2
0,6,1989475,782518,2023-01-07,2027-12-12,2,0,3,55,0,1,5,4
5,6,4785225,2087468,2025-02-27,2027-03-10,2,1,8,77,0,0,5,4
5,6,2281878,725913,2021-04-12,2031-08-06,1,0,1,71,1,0,1,2
4,7,4109664,2969453,2022-07-04,2031-05-15,0,0,7,87,0,0,5,4
2,6,563041,25734,2021-02-15,2029-12-03,1,1,9,96,0,0,5,4
2,4,3033314,621100,2023-07-10,2030-05-01,2,0,5,97,0,0,5,4
0,6,4760325,3794180,2023-04-11,2026-01-21,1,0,7,76,0,0,5,4
1,2,9796140,8944393,2023-02-23,2030-05-08,1,0,0,56,0,0,3,3
1,7,4371590,1871091,2023-12-04,2027-05-25,0,0,1,59,0,0,2,3
0,4,2727775,1333499,2020-04-07,2030-06-28,3,0,3,100,0,0,5,4
4,5,2016244,589679,2025-01-20,2031-10-31,1,1,1,82,0,0,5,4
1,6,4513945,4351765,2023-07-03,2026-06-08,3,0,7,59,0,0,5,4
5,5,9991775,93924,2024-06-04,2030-03-18,3,0,3,99,0,0,5,4
2,6,2065284,246594,2023-06-09,2029-03-03,1,0,10,65,0,0,5,4
3,2,976650,622099,2022-09-22,2034-12-19,1,0,8,78,0,0,5,4
0,5,8881319,2207489,2023-12-26,2027-08-25,0,0,5,75,0,0,1,3
2,1,4553843,679257,2023-03-11,2028-05-29,0,1,7,68,0,0,5,4
5,3,1934447,437944,2024-04-23,2027-07-28,1,0,1,96,0,0,5,4
1,7,8754124,4826932,2023-03-06,2031-06-26,3,0,8,88,0,0,5,4
2,3,3939921,2367712,2020-05-16,2032-08-14,0,0,6,70,0,0,5,4
3,2,8250591,6650638,2021-11-24,2034-09-22,3,0,9,92,0,0,4,1
0,1,7972719,3881197,2025-03-17,2034-08-19,2,0,9,59,0,0,5,4
2,3,250530,203813,2021-04-09,2031-01-08,2,0,9,59,0,1,5,4
4,2,988780,556370,2020-06-10,2033-09-03,1,0,7,91,0,0,5,4
5,2,4199047,2088529,2020-11-29,2027-08-30,3,0,7,50,0,0,1,2
1,7,8053724,618613,2020-04-24,2030-07-09,2,0,9,85,0,0,4,2
3,6,1949754,1286105,2024-03-21,2028-08-26,1,0,4,57,1,0,3,0
5,2,1817476,416351,2022-10-21,2028-06-18,3,0,9,80,0,0,5,4
2,0,7713928,3060507,2020-05-19,2034-12-10,2,0,2,87,0,1,5,4
5,7,7375331,2268306,2022-10-16,2034-07-29,2,0,0,59,0,0,5,4
0,2,905880,25430,2023-08-08,2028-12-23,2,0,6,62,1,0,5,4
3,1,7697259,3587787,2020-05-01,2035-01-03,1,0,8,66,0,0,5,4
1,3,6558520,2448076,2025-03-11,2027-08-11,1,1,4,79,0,0,5,4
2,1,880861,40210,2021-03-17,2033-08-14,1,0,1,85,0,0,1,0
0,4,6686385,1287476,2024-12-23,2029-09-08,0,0,10,63,0,0,5,4
0,7,9673153,1626716,2022-07-25,2028-11-23,3,0,6,69,0,0,2,0
0,2,3050130,1500223,2024-08-14,2032-12-26,0,0,1,65,0,0,1,1
5,2,8035128,5324423,2020-09-25,2026-01-04,2,0,3,74,0,0,0,2
3,1,8582873,4440528,2023-02-23,2026-08-05,3,0,4,97,0,1,5,4
5,6,2361808,1075584,2021-03-14,2031-02-26,0,0,9,72,0,0,5,4
1,3,4773246,270816,2022-05-31,2030-12-15,3,0,3,71,0,0,3,3
5,5,3621015,515731,2023-02-05,2028-08-30,1,0,8,83,0,1,5,4
0,0,8098390,1862641,2024-06-24,2028-02-16,1,0,8,59,0,1,5,4
2,6,3094304,724996,2023-07-29,2029-10-17,3,0,2,88,0,0,5,4
3,3,1410181,958149,2021-02-16,2026-09-09,0,0,3,64,0,1,2,0
1,3,7433115,1578218,2021-06-06,2031-12-08,0,0,10,91,0,1,5,4
3,4,7066231,4667304,2020-07-10,2026-10-11,3,0,8,53,0,0,5,4
5,1,1992834,1126372,2021-04-16,2029-07-20,2,0,9,91,0,0,1,2
1,0,2057751,1705245,2022-04-01,2030-12-11,2,0,2,93,0,0,5,4
2,7,3970563,2944232,2024-11-23,2029-09-05,1,0,10,58,0,0,2,2
3,3,2252607,1481887,2020-08-02,2031-03-23,2,1,1,93,0,0,5,4
3,3,5831757,2783355,2023-06-30,2032-07-21,0,0,3,75,0,0,5,4
1,7,3381123,522116,2021-08-11,2030-12-04,0,0,3,80,0,0,5,4
3,2,3429291,388244,2024-04-11,2031-11-19,2,0,2,62,0,0,3,0
5,4,7004381,4371309,2020-03-25,2034-08-17,0,0,2,89,0,1,0,0
3,5,3124142,554619,2023-11-28,2028-11-29,0,0,8,53,0,0,5,4
5,7,6848013,4506263,2025-01-04,2026-05-14,3,1,4,88,0,0,5,4
1,4,818851,652276,2021-10-13,2025-04-29,1,0,4,98,0,0,5,4
4,0,1331305,242715,2023-06-04,2029-06-25,0,0,4,94,0,1,4,0
2,6,7583457,7302191,2023-11-30,2030-11-12,1,0,4,98,0,0,5,4
4,2,5030164,10115,2020-12-09,2028-03-09,3,0,6,77,0,0,5,4
2,4,7479836,5879922,2022-05-13,2028-10-30,1,0,10,71,0,1,1,2
2,6,3395075,173025,2023-05-03,2030-10-12,0,1,1,94,0,0,5,4
3,4,8224723,4288791,2023-10-31,2027-11-29,0,0,6,84,0,0,5,4
3,1,8878131,7466618,2025-03-05,2033-12-19,3,0,2,65,0,0,5,4
0,7,6959267,519237,2023-03-04,2029-08-01,3,0,6,79,0,0,5,4
0,4,5213928,2369556,2024-07-25,2027-05-24,0,0,4,55,0,0,0,1
1,2,9773473,6319854,2022-01-10,2029-08-26,2,0,2,61,0,0,5,4
4,1,7173517,2497692,2024-10-02,2033-06-26,2,1,10,70,0,0,5,4
2,7,2165263,1813567,2023-11-28,2031-05-15,3,0,10,99,0,0,5,4
0,6,7028655,3716439,2022-06-09,2025-05-26,1,0,4,61,0,0,2,1
3,3,5002050,1307404,2020-08-26,2035-02-27,0,0,8,92,0,1,5,4
4,5,9490117,4310890,2021-07-14,2033-06-02,0,0,3,83,0,0,5,4
5,3,9236604,6629110,2023-10-12,2031-06-29,3,1,2,69,0,1,5,4
